가구구분코드,가구원수,가구주_관계코드,가구주_성별코드,가구주_연령,가구주_학력코드,가구주_수학구분코드,가구주_취업여부,가구주_7차직업분류코드,가구주_종사상지위코드,입주형태코드,월세평가금액,전세보증금,월세사글세,소득구간코드,가계지출금액,가계지출_소비지출금액,가계지출_소비지출_식료품비주류음료구입비,가계지출_소비지출_주류담배구입비,가계지출_소비지출_의류신발구입비,가계지출_소비지출_주거수도광열비,가계지출_소비지출_가정용품가사서비스이용금액,가계지출_소비지출_보건제품구입비,가계지출_소비지출_교통비,가계지출_소비지출_통신비,가계지출_소비지출_오락문화비,가계지출_소비지출_오락문화_영상음향기기구입비,가계지출_소비지출_오락문화_사진광학장비구입비,가계지출_소비지출_오락문화_정보처리장치구입비,가계지출_소비지출_오락문화_기록매체구입비,가계지출_소비지출_오락문화_영상음향정보기기수리비,가계지출_소비지출_오락문화_내구재구입비,가계지출_소비지출_오락문화_악기기구구입비,가계지출_소비지출_오락문화_오락문화내구재유지수리비,가계지출_소비지출_오락문화_장난감취미용품구입비,가계지출_소비지출_오락문화_캠핑운동관련용품구입비,가계지출_소비지출_오락문화_화훼관련용품구입비,가계지출_소비지출_오락문화_애완동물관련물품구입비,가계지출_소비지출_오락문화_화훼애완동물서비스이용금액,가계지출_소비지출_오락문화_운동오락서비스이용금액,가계지출_소비지출_오락문화_문화서비스이용금액,가계지출_소비지출_오락문화_복권구입비,가계지출_소비지출_오락문화_서적구입비,가계지출_소비지출_오락문화_기타인쇄물구입비,가계지출_소비지출_오락문화_문구구입비,가계지출_소비지출_오락문화_단체여행경비,가계지출_소비지출_교육비,가계지출_소비지출_음식숙박비,가계지출_소비지출_음식숙박_식대,가계지출_소비지출_음식숙박_숙박비,가계지출_소비지출_기타상품서비스이용금액,도시읍면부구분코드,조사연도
2,1,1,1,28,4,1,2,Z,,6,500,5000,450,2,1225003,1207503,91780,12183,43967,624943,2457,17267,7933,51333,6333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,833,0,0,3000,0,0,302700,302700,0,46607,1,2020
2,1,1,1,28,5,1,2,Z,,4,380,50000,0,1,1256679,1152522,105643,11018,0,92488,3110,85700,89725,93982,79050,0,0,0,0,0,0,0,0,0,0,0,0,0,65675,13375,0,0,0,0,0,0,477400,477400,0,114407,1,2020
2,1,1,1,28,5,4,2,Z,,2,252,0,0,1,3148971,2815637,110730,24083,12200,303550,27017,8800,193533,73637,74030,0,0,0,0,0,0,0,0,0,0,0,0,0,39000,27163,0,7867,0,0,0,0,1706048,1622714,83333,282010,1,2020
2,1,1,1,28,5,4,2,Z,,4,250,45000,0,2,647996,613209,48817,107693,0,66353,0,7000,170933,54644,7590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7590,0,0,0,0,0,0,126943,126943,0,23236,1,2020
2,1,1,1,28,6,2,2,Z,,6,270,500,270,1,1044370,1044370,6300,0,148000,395450,1600,0,40420,75000,163300,0,0,29900,0,0,0,0,0,0,0,0,0,0,0,133400,0,0,0,0,0,60000,119300,119300,0,35000,1,2020
2,1,1,1,29,5,1,2,Z,,4,250,3000,0,1,862293,862293,96686,21425,15000,124976,14720,3067,52717,90239,139175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137908,0,0,0,1267,0,0,263833,263833,0,40455,1,2020
2,1,1,1,29,5,1,2,Z,,6,303,1000,300,2,1207485,1207485,79705,2500,110750,379800,1000,77000,25325,64572,19250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,11750,0,0,0,0,415585,415585,0,31998,1,2020
2,1,1,1,29,6,1,2,Z,,6,300,2000,290,1,1197094,1187094,209390,2350,6445,338555,7475,214740,32875,62207,255082,0,0,0,0,0,0,0,0,0,0,0,0,0,105000,132582,0,17500,0,0,0,15000,22000,22000,0,20975,1,2020
2,1,1,1,29,6,1,2,Z,,6,400,3000,400,1,2420324,2362624,178870,28860,10000,778590,370020,0,255800,49390,56490,50000,0,0,0,0,0,0,0,0,0,0,1990,0,0,2500,0,0,0,2000,0,0,519600,519600,0,115004,1,2020
2,1,1,1,29,6,2,2,Z,,2,4400,0,0,6,5655949,5655949,45450,100700,0,4656743,100,3500,254980,82221,146308,0,0,0,0,0,0,0,0,0,0,0,0,0,56200,28308,0,61800,0,0,0,0,346800,346800,0,19147,1,2020
2,1,1,1,30,4,1,2,Z,,4,400,100000,0,2,1004459,853509,88195,19650,49450,63400,19000,63350,26450,65255,152986,0,0,0,0,0,0,0,0,0,0,0,28750,26500,0,96486,1250,0,0,0,0,0,227830,227830,0,77944,1,2020
2,1,1,1,30,5,1,2,Z,,6,326,2000,320,1,1169535,1164678,98785,300,19437,371555,23300,9917,36208,52845,104320,0,0,0,0,0,0,0,0,0,605,0,49857,16833,31833,1333,0,0,0,3858,0,0,415077,410077,5000,32935,1,2020
2,1,1,1,30,5,4,2,Z,,4,250,60000,0,1,1205511,1141465,63473,137100,13267,125523,18797,19133,229173,79960,57407,0,0,0,0,0,0,0,0,0,0,0,0,0,11667,45407,0,0,0,333,0,0,392731,392731,0,4900,1,2020
2,1,1,1,30,6,1,2,Z,,2,435,0,0,2,1158330,1122330,126892,0,51400,579024,31330,52000,46000,28000,58140,0,0,0,0,0,0,0,0,0,7700,0,0,0,1200,25740,0,4600,15000,3900,0,0,105260,105260,0,44284,1,2020
2,1,1,1,30,7,1,2,Z,,6,420,10000,370,2,2368993,2111660,108020,0,46333,432295,35007,0,316387,65943,582969,50957,0,0,0,0,0,0,0,0,94333,0,0,0,146333,79927,0,0,0,0,211419,321667,178706,118500,60206,24333,1,2020
2,1,1,1,31,6,1,2,Z,,4,300,190000,0,1,306785,306785,69165,0,0,202745,0,0,26715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,160,1,2020
2,1,1,1,31,6,1,2,Z,,6,1030,100000,500,1,2024643,1842360,138605,38848,62203,580434,14226,9532,96980,62157,436343,8575,0,177275,0,14000,0,0,0,125000,0,0,13418,18500,8250,60395,0,9450,0,1480,0,0,360518,208158,152360,42515,1,2020
2,1,1,1,31,6,4,2,Z,,6,533,10000,500,2,1798947,1714602,96007,5000,160253,343775,283347,35705,74950,57582,128140,0,0,0,0,0,0,0,0,3960,833,3855,73200,0,3333,42792,0,0,0,167,0,0,431327,431327,0,98517,1,2020
2,1,1,1,31,7,2,2,Z,,6,470,5000,450,1,949099,909099,98112,1500,26750,497493,7202,12917,43617,100587,7154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6988,0,0,0,167,0,0,112950,112950,0,817,1,2020
2,1,1,1,32,5,1,2,Z,,4,180,60000,0,1,687965,659685,199154,28060,0,94223,2708,1400,24940,65850,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,0,0,0,20000,164208,164208,0,52642,1,2020
2,1,1,1,32,8,5,2,Z,,2,1500,0,0,2,1989189,1984189,53315,2220,19000,1650593,19300,15367,31383,3987,41330,0,0,0,2167,0,0,0,0,0,0,3333,0,0,0,18000,0,16830,0,1000,0,0,122150,122150,0,25545,1,2020
2,1,1,1,33,4,1,2,Z,,1,1100,0,0,2,3280275,2939128,168562,833,32900,208983,8800,865064,1165244,82377,12971,2235,0,0,0,0,0,0,0,0,0,0,0,0,0,10736,0,0,0,0,0,0,255130,255130,0,138264,1,2020
2,1,1,1,33,6,1,2,Z,,6,270,500,220,1,438077,438077,20420,0,17667,228255,5167,1467,5067,12235,28533,7967,0,3050,0,0,0,0,0,0,1667,1667,0,0,583,2500,0,10933,0,167,0,0,98633,98633,0,20633,1,2020
2,1,1,1,33,6,1,2,Z,,6,315,3000,300,2,1863465,1085116,160709,833,21845,328605,25048,18365,74300,52637,196493,833,0,164730,0,9733,0,0,0,2383,1280,167,1733,0,12833,2167,0,0,0,633,0,0,183033,183033,0,23247,1,2020
2,1,1,1,33,6,1,2,Z,,6,353,5000,330,1,704457,689047,57860,40500,0,397180,3600,0,0,50200,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,12100,12100,0,125107,1,2020
2,1,1,1,33,6,1,2,Z,,6,450,20000,350,3,1808231,1655211,64125,10000,42000,444868,450,40075,230000,39078,248236,75000,0,0,0,0,0,0,0,5000,0,0,0,0,35000,95736,0,35250,0,2250,0,0,487125,478375,8750,49255,1,2020
2,1,1,1,33,6,1,2,Z,,6,513,1000,510,1,1406499,1391213,76893,14503,0,604888,10662,93408,18608,9683,155191,0,0,833,0,0,0,0,0,1667,0,0,0,0,98745,53946,0,0,0,0,0,0,340026,340026,0,67352,1,2020
2,1,1,1,33,8,2,2,Z,,4,225,50000,0,2,949531,750921,69900,29865,25787,136025,1325,8067,55317,48397,47367,0,0,0,0,0,0,0,0,0,0,0,0,0,18433,27267,0,1667,0,0,0,0,279618,279618,0,49254,1,2020
2,1,1,1,34,4,1,2,Z,,4,500,30000,0,1,843166,819026,145347,88660,7433,74823,0,12267,184767,43434,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,215917,215917,0,43879,1,2020
2,1,1,1,34,6,1,2,Z,,1,370,0,0,1,4584631,3331031,173860,21850,0,131920,39940,0,22900,28019,349822,154230,0,0,0,0,0,0,0,115830,0,0,66372,0,0,13390,0,0,0,0,0,0,184500,184500,0,2378220,1,2020
2,1,1,1,34,6,1,2,Z,,6,216,2000,200,1,412650,396300,68772,66000,0,221082,1158,500,500,28617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,2250,0,7422,1,2020
2,1,1,2,19,4,1,2,Z,,6,300,2000,300,1,159730,159730,17680,0,3000,0,0,0,86550,0,40500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40500,0,0,12000,12000,0,0,1,2020
2,1,1,2,19,5,2,2,Z,,6,280,2000,260,1,958537,957957,100940,49220,50456,260112,5476,18266,75808,15232,72170,0,0,0,0,0,0,0,0,0,0,0,0,0,15340,16106,0,40520,0,204,0,0,287218,247218,40000,23060,1,2020
2,1,1,2,20,5,2,2,Z,,6,320,5000,300,1,941702,941702,72165,1600,54698,365830,16280,145550,85975,0,30000,0,0,0,0,0,0,0,0,0,0,0,18900,0,8600,2500,0,0,0,0,0,0,156399,156399,0,13205,1,2020
2,1,1,2,20,5,2,2,Z,,6,360,3000,350,2,997060,997060,35175,0,24000,444430,0,8050,71975,0,128650,0,0,0,0,0,0,0,0,1000,0,0,0,0,8150,118500,0,0,0,1000,0,0,231100,231100,0,53680,1,2020
2,1,1,2,20,6,2,2,Z,,2,330,0,0,1,629800,628650,30655,2770,38750,367055,20550,12500,13050,0,14360,0,0,0,0,0,0,0,0,5500,0,0,0,0,0,8860,0,0,0,0,0,0,94310,94310,0,34650,1,2020
2,1,1,2,21,6,2,2,Z,,6,430,2000,380,1,723787,701247,100126,2970,39940,96235,4786,0,164490,0,13500,0,0,0,0,0,0,0,0,0,0,0,0,0,5800,7700,0,0,0,0,0,0,215020,215020,0,64180,1,2020
2,1,1,2,21,6,2,2,Z,,6,480,5000,430,2,1967190,1860907,99880,2337,75049,511141,17225,22033,59155,323767,220743,0,0,0,0,0,0,0,0,0,0,0,5942,0,41950,163485,0,8617,0,750,0,41167,326774,326774,0,161636,1,2020
2,1,1,2,21,6,2,2,Z,,6,700,10000,600,1,593610,593610,36350,0,104000,57850,0,4000,14050,0,195100,32900,0,0,0,0,0,0,0,0,0,0,0,0,7000,2500,0,150750,0,1950,0,0,172360,172360,0,9900,1,2020
2,1,1,2,22,4,1,2,Z,,6,480,1000,450,1,2140888,2140888,232960,20000,150997,493690,112160,15000,258320,76641,110620,0,0,20000,0,0,0,0,0,0,0,0,0,0,15000,56420,0,0,0,19200,0,0,296300,236300,60000,374200,1,2020
2,1,1,2,22,5,2,2,Z,,6,400,3000,330,1,912350,912350,190704,0,19773,395890,72375,24100,19700,0,31108,0,0,0,0,0,0,0,0,20285,0,0,0,0,0,8823,0,0,0,2000,0,0,103700,103700,0,55000,1,2020
2,1,1,2,22,5,2,2,Z,,6,400,3000,340,1,1077156,1076322,139533,27847,118050,403230,30013,18250,53117,29999,31833,0,0,1667,0,0,0,0,0,1000,0,0,0,0,5000,19667,833,0,0,3667,0,0,166067,149400,16667,58383,1,2020
2,1,1,2,22,6,2,2,Z,,6,380,5000,330,1,1122311,1117311,66914,2983,108470,407670,57948,50687,66513,44043,35128,0,0,2375,0,0,0,0,0,950,0,250,0,0,875,30178,0,0,0,500,0,0,116925,116925,0,160033,1,2020
2,1,1,2,22,6,2,2,Z,,6,480,3000,450,2,1457200,1447033,78890,0,55367,61080,17700,669833,74550,14750,39867,0,0,0,0,0,0,0,0,0,0,0,0,0,11133,16233,10167,0,0,2333,0,0,345163,345163,0,89833,1,2020
2,1,1,2,22,6,2,2,Z,,6,480,5000,430,2,1410444,1407194,174160,1195,42638,519026,26810,9115,49451,54397,188578,77500,34500,0,7165,0,0,0,0,15375,0,2620,0,0,0,33068,1250,3000,0,14100,0,0,251980,239305,12675,89845,1,2020
2,1,1,2,23,4,1,2,Z,,6,200,2000,200,1,1091188,1091188,104135,0,32080,360678,48610,310690,12390,62600,32600,0,0,2975,0,0,0,0,0,2000,0,0,6250,5000,0,16375,0,0,0,0,0,0,75295,75295,0,52110,1,2020
2,1,1,2,23,4,1,2,Z,,6,400,3000,390,1,2183580,2183580,248350,95350,14695,451135,183750,7450,25750,757210,23855,0,0,0,0,0,0,0,0,1000,0,0,0,0,4000,12750,0,0,0,6105,0,0,77400,77400,0,298635,1,2020
2,1,1,2,23,6,2,2,Z,,2,300,0,0,2,1473564,1456476,71697,65673,101284,403932,12193,72031,132030,0,104260,0,0,0,0,0,0,0,0,0,0,2500,48735,20067,16667,6375,0,2317,0,7600,0,67433,378961,378961,0,46981,1,2020
2,1,1,2,23,6,2,2,Z,,6,480,5000,430,2,1382912,1382912,44405,0,153775,507525,2250,0,95337,38911,8605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5855,0,0,0,2750,0,0,212400,212400,0,319705,1,2020
2,1,1,2,24,4,1,2,Z,,6,310,2000,300,1,384710,384710,129580,0,45000,25430,8900,15600,61800,44000,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,33400,33400,0,18500,1,2020
2,1,1,2,24,6,1,2,Z,,5,300,10000,91,1,1357234,1347567,58769,9450,76792,327590,33750,18217,116208,266135,36420,0,0,0,0,0,0,0,0,0,8935,0,417,0,9250,17485,0,0,0,333,0,0,326867,263533,63333,77370,1,2020
2,1,1,2,24,6,1,2,Z,,6,480,5000,430,2,1136099,1123899,52764,4820,13458,484330,4026,5940,73044,49976,151793,0,0,0,0,0,0,0,0,3980,0,0,0,0,0,24025,0,20128,0,3660,100000,6000,242116,237316,4800,35631,1,2020
2,1,1,2,24,7,1,2,Z,,6,440,4000,400,1,1274147,1249358,73630,0,94106,447500,86544,71227,29336,25358,59657,0,0,6916,0,0,0,0,0,0,4256,0,0,2720,0,40009,0,4756,0,1000,0,93200,152818,152818,0,115982,1,2020
2,1,1,2,25,5,4,2,Z,,6,363,3000,350,3,1583275,1403335,140745,0,35800,378860,4000,12100,139310,65996,60940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60940,0,0,0,0,0,0,267200,267200,0,298384,1,2020
2,1,1,2,25,6,1,2,Z,,4,360,100000,0,1,594629,495179,140959,0,33572,68483,31080,9772,16467,47633,46303,0,0,0,0,0,0,0,0,0,0,0,0,0,600,28703,0,4333,5333,7333,0,0,70217,70217,0,30693,1,2020
2,1,1,2,25,6,2,2,Z,,6,360,30000,300,1,842416,842416,127290,17300,152638,367110,19595,5450,9250,54935,18695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18620,0,0,0,75,0,0,44200,44200,0,25953,1,2020
2,1,1,2,25,6,5,2,Z,,1,850,0,0,1,1063729,1043729,118250,14670,167890,137920,24450,27500,80100,116989,84128,0,0,0,4615,0,0,0,0,0,0,0,0,0,27245,52268,0,0,0,0,0,0,214305,214305,0,57528,1,2020
2,1,1,2,26,4,1,2,Z,,6,285,1000,280,1,1173126,1173126,179696,57800,156960,333178,1826,15940,61060,53200,70006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70006,0,0,0,0,0,0,182400,182400,0,61060,1,2020
2,1,1,2,26,5,1,2,Z,,6,330,5000,300,1,1316872,1292774,125690,74980,15000,388390,9150,11800,70550,71190,49000,0,0,0,0,0,0,0,0,5000,0,0,0,0,33500,10500,0,0,0,0,0,0,468300,438300,30000,8724,1,2020
2,1,1,2,26,6,1,2,Z,,1,927,0,0,2,1293901,1021914,134235,708,160308,161553,2262,34492,82364,26045,160025,55482,0,3093,0,0,0,0,0,0,0,0,10317,60300,9667,2500,0,2000,0,0,16667,0,184983,184983,0,74939,1,2020
2,1,1,2,26,8,2,2,Z,,6,1000,160000,200,2,1052800,1026880,113000,20000,6000,303000,1200,0,60000,51580,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,18000,0,0,0,0,0,0,227900,227900,0,206200,1,2020
2,1,1,2,27,5,1,2,Z,,6,800,20000,430,2,1734856,1734398,72917,32420,143205,443720,14223,69333,136045,49993,91803,0,0,0,0,0,0,0,0,333,0,12227,8798,0,38833,13978,458,0,0,508,16667,0,541100,541100,0,139638,1,2020
2,1,1,2,27,6,1,2,Z,,2,640,0,0,2,1290118,1290118,62453,0,60216,721961,16123,8125,36850,12798,96182,8750,0,0,825,0,0,0,0,0,0,0,0,0,0,44750,0,34258,7000,600,0,0,255488,255488,0,19925,1,2020
2,1,1,2,27,7,2,2,Z,,6,550,1000,550,2,1803477,1743897,163388,0,57402,603022,119184,131840,95731,39117,129746,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,85476,2500,32740,2660,4970,0,0,235568,235568,0,168900,1,2020
2,1,1,2,28,5,1,2,Z,,4,1100,267000,0,6,2177996,1127203,167615,0,128200,165533,29525,183882,34425,16327,35805,5833,0,0,0,0,0,0,0,2653,0,0,0,0,500,22059,0,0,0,4760,0,12667,237000,220350,16650,116225,1,2020
2,1,1,2,28,6,1,2,Z,,2,150,0,0,1,1514946,1512862,129377,18167,130260,191248,21362,57592,93060,275591,186973,6613,30000,0,3500,0,0,0,0,8333,0,2467,0,0,21667,71790,0,36810,0,5793,0,13500,330192,330192,0,65542,1,2020
2,1,1,2,28,6,1,2,Z,,6,290,3000,260,1,508933,508766,51567,0,18903,300292,11807,16733,11667,32824,7904,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,4904,0,0,0,0,0,0,18050,18050,0,39020,1,2020
2,1,1,2,28,6,1,2,Z,,6,330,3000,300,2,1208770,1129520,139675,0,8250,151370,70560,8500,494250,69000,45620,0,0,0,0,0,0,0,0,7395,0,22500,0,0,0,9975,750,0,0,5000,0,0,79600,79600,0,62695,1,2020
2,1,1,2,28,6,1,2,Z,,6,483,94500,200,1,1470140,1290140,150068,7120,121718,325767,20116,32590,101890,36144,58384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450,0,44296,0,10638,0,109200,124900,124900,0,202244,1,2020
2,1,1,2,29,4,4,2,Z,,5,203,2187,45,2,1110891,867558,143503,63000,91067,188327,15163,10300,48000,50247,119517,0,0,5833,0,0,0,0,0,1297,0,0,29627,13667,30933,38160,0,0,0,0,0,0,115367,115367,0,23067,1,2020
2,1,1,2,30,6,1,2,Z,,6,300,1000,230,1,673970,608152,26145,0,41267,277843,1588,0,94588,24250,9893,0,0,0,0,0,0,0,0,750,0,0,0,0,0,7518,0,0,0,1625,0,0,78425,68825,9600,54156,0,2020
2,1,1,2,30,6,1,2,Z,,6,360,1000,360,1,1144839,1144839,257101,0,20747,367578,43848,109998,56050,317,26261,1633,0,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,22383,0,967,0,180000,52383,47383,5000,30555,1,2020
2,1,1,2,31,4,1,2,Z,,6,350,7000,260,2,1559352,1246442,231813,7173,77150,331316,41462,44133,60017,68746,183649,0,0,1838,0,0,0,4058,0,16417,5720,14750,30733,0,4667,83395,0,333,14456,7282,0,0,151883,151883,0,49101,1,2020
2,1,1,2,31,5,1,2,Z,,4,250,50000,0,1,745562,707895,113758,27167,45062,80853,18927,41498,48383,44833,29500,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,23500,0,0,0,0,0,0,140150,140150,0,117763,1,2020
2,1,1,2,33,6,1,2,Z,,6,327,5000,300,1,1552169,1502446,162678,6242,53733,344745,53759,84465,120777,98328,180594,0,0,8167,0,0,0,0,0,0,0,28833,50560,57167,0,15575,0,16792,0,3500,0,0,272425,272425,0,124702,1,2020
2,1,1,2,34,5,1,2,Z,,6,300,20000,150,2,1229864,1159502,129145,130050,71019,211203,86975,17787,18150,55642,139792,13000,0,0,0,0,0,0,0,60517,0,0,27730,0,0,30462,0,1667,0,6417,0,0,152308,152308,0,147431,1,2020
2,1,1,2,34,6,1,2,Z,,2,200,0,0,2,999059,999059,373491,3480,28302,287523,44205,81724,1750,53318,8297,1865,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,3932,0,0,83675,83675,0,33294,1,2020
2,1,1,1,23,6,1,1,2,7.0,6,380,5000,280,3,1561744,1468436,77508,113060,74597,393338,6010,27920,142992,66430,49310,0,0,0,0,0,0,0,4000,0,0,10600,0,0,8600,26110,0,0,0,0,0,0,489205,489205,0,28066,1,2020
2,1,1,1,24,3,1,1,2,5.0,2,400,0,0,5,2356259,1856259,13110,46900,0,572510,0,270000,237000,29973,307806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307806,0,0,0,0,0,0,376960,376960,0,2000,1,2020
2,1,1,1,24,6,5,1,2,5.0,6,504,10000,450,2,1785282,1599912,39402,27092,11833,554198,2633,5417,90415,209596,35653,0,0,0,0,0,0,0,0,0,0,0,0,0,18517,16136,0,1000,0,0,0,133333,476740,455073,21667,13600,1,2020
2,1,1,1,25,6,1,1,2,5.0,4,300,30000,0,1,492544,484210,8167,26500,0,97652,1317,1000,55333,53985,28857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28857,0,0,0,0,0,0,196500,196500,0,14900,0,2020
2,1,1,1,26,4,1,1,7,5.0,6,300,1000,250,5,1774411,1733126,38813,174865,29047,287110,0,176413,214475,51910,77190,0,0,0,0,0,0,0,0,0,2500,0,0,0,61700,12990,0,0,0,0,0,0,627935,602935,25000,55368,1,2020
2,1,1,1,26,5,1,1,2,5.0,6,270,10000,57,1,840500,838500,29282,52000,0,270,4820,38780,74600,316874,67257,8800,0,0,0,0,0,0,0,0,0,0,0,40942,3400,7595,0,6520,0,0,0,0,241476,241476,0,13140,0,2020
2,1,1,1,26,5,5,1,2,5.0,7,300,0,250,2,931640,782640,24895,0,27250,265000,21893,17225,40000,26720,4700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4700,0,0,0,0,0,0,330825,330825,0,24133,1,2020
2,1,1,1,26,6,1,1,5,7.0,6,400,40000,120,2,1205774,1205774,97365,120210,0,144100,0,60450,170510,92168,158306,0,0,0,0,0,0,0,0,0,0,0,0,0,124650,17306,0,16350,0,0,0,0,208200,208200,0,154465,1,2020
2,1,1,1,26,7,2,1,2,7.0,6,262,5000,240,1,1032337,1014383,50488,0,43815,356853,22900,23367,75297,155482,45145,0,0,4800,0,0,0,0,0,0,0,0,0,0,26667,10417,0,2400,862,0,0,0,218923,218923,0,22113,1,2020
2,1,1,1,27,4,1,1,2,5.0,2,105,0,0,2,1519672,1503005,111383,153833,100200,220968,1067,84167,152900,65890,73405,0,0,0,2167,0,0,46533,0,0,0,0,0,0,4667,20039,0,0,0,0,0,0,494133,467467,26667,45059,1,2020
2,1,1,1,27,4,1,1,5,5.0,6,500,1000,500,3,2089410,1769410,115710,1000,133200,590928,10820,21780,460180,69246,23090,0,0,0,0,0,0,0,0,0,880,0,0,0,0,21140,0,0,0,1070,0,0,240720,240720,0,102736,1,2020
2,1,1,1,27,4,4,1,4,7.0,6,479,3000,470,3,2964934,2762767,304468,8265,51449,573631,92078,705855,116533,88247,266910,0,0,0,0,0,0,0,0,85350,0,3000,80085,17700,13750,60142,0,0,0,6883,0,0,439313,439313,0,116018,1,2020
2,1,1,1,27,6,1,1,2,5.0,6,360,3000,350,3,2210811,1662876,61230,0,48000,421560,138000,42250,263325,57090,90100,0,0,0,0,0,0,0,0,0,0,12500,0,0,58150,13500,0,5950,0,0,0,0,336900,311900,25000,204421,1,2020
2,1,1,1,27,7,2,1,2,7.0,6,262,5000,240,2,1058064,1020097,41023,0,19600,316460,2333,500,86153,0,73576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21709,0,9767,0,433,41667,0,472785,455370,17415,7667,1,2020
2,1,1,1,28,6,1,1,2,5.0,2,500,0,0,3,1571177,1487100,108277,8123,124333,703373,11060,6667,162767,49466,83433,0,0,0,0,0,0,0,0,0,33333,20000,0,0,4667,18767,0,6667,0,0,0,0,154500,147833,6667,75101,1,2020
2,1,1,1,28,6,1,1,4,5.0,4,600,70000,0,3,1150270,792313,128517,0,107500,105518,2223,14326,76710,41243,41797,0,9167,0,0,0,0,0,2863,0,0,12667,0,0,11500,5600,0,0,0,0,0,0,259317,259317,0,15162,1,2020
2,1,1,1,28,6,1,1,5,7.0,6,980,10000,800,8,9297612,7073112,118600,76750,348400,981370,34750,5000,3539732,65997,63084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55084,0,8000,0,0,0,275000,1157420,1157420,0,407010,1,2020
2,1,1,1,29,6,1,1,2,7.0,6,380,5000,350,3,1562756,1241034,20013,0,34525,403121,2817,40715,3683,71450,111787,0,0,38108,0,0,0,1167,0,60000,0,0,0,0,0,9262,0,0,0,3250,0,0,493043,493043,0,59879,1,2020
2,1,1,1,29,6,1,1,5,5.0,4,768,192000,0,6,1923837,1303587,95020,49500,163770,238590,0,8600,215800,44920,25800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25800,0,0,0,0,0,0,359250,359250,0,102337,1,2020
2,1,1,1,30,5,1,1,2,5.0,4,240,80000,0,2,1284917,937721,161315,35960,76860,109863,21950,10600,58753,123000,38850,0,0,9400,0,0,0,0,0,14950,0,0,0,0,0,14500,0,0,0,0,0,0,279271,279271,0,21300,1,2020
2,1,1,1,30,5,1,1,4,5.0,4,488,90000,0,4,1485238,1381866,94822,1120,202540,150716,173350,4490,187188,243946,21102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20102,1000,0,0,0,0,0,109700,109700,0,192892,1,2020
2,1,1,1,30,5,1,1,9,5.0,4,400,40000,0,3,1383446,1239856,249629,6300,80240,117642,31835,139363,96400,69853,67592,0,0,4177,7552,0,0,833,0,0,6633,8167,0,0,8717,28931,0,2417,0,167,0,0,284449,284449,0,96553,1,2020
2,1,1,1,30,6,1,1,2,5.0,6,340,10000,300,1,1250956,1211227,94038,118608,37325,340487,759,33715,100060,0,42417,0,0,0,0,0,0,0,0,0,0,4000,0,0,15000,6901,0,3017,0,1000,12500,0,376064,376064,0,67753,1,2020
2,1,1,1,30,6,1,1,2,7.0,6,580,10000,530,4,1791039,1524356,128357,4133,5000,607883,18223,2167,35867,73249,195594,0,0,183333,0,0,0,0,0,0,0,10000,0,0,0,2260,0,0,0,0,0,106667,332967,326300,6667,14250,1,2020
2,1,1,1,31,4,1,1,8,5.0,4,306,40000,0,3,1797818,1151484,210689,65000,47467,89729,92943,13717,106417,66393,67122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67122,0,0,0,0,0,0,291983,291983,0,100026,1,2020
2,1,1,1,31,5,1,1,4,5.0,6,465,3000,450,4,2489316,2088316,127643,170720,65500,525500,8392,5617,162305,65104,168019,0,0,0,0,6034,0,0,0,1500,0,0,0,0,10667,149819,0,0,0,0,0,0,762085,762085,0,27432,1,2020
